Sample,TFRC,PTEN,ATM,LDLR,CYP2B6,PIK3C3,PLCB4,GNG10,SYNJ1,HDAC6,GSTM3,ARF6,WNT11,REL,HFE,KDR,IL2RA,VPS52,PRKCI,FDFT1,RPS9,CDC40,FURIN,LEF1,GCLC,APEH,DLG1,PDGFA,BCHE,UBE2H,UPF2,UPF3A,TRPV4,RPLP0,FMR1,HBS1L,HTATSF1,YAP1,SAP30,FDXR,SDHD,GTF2H3,DMTF1,KCNA4,PCF11,SYMPK,NLK,CBFB,SIX1,MPDZ,GLS2,SGTA,WDR4,TRAF5,RNF6,PHF3,LIPC,TRIM31,TRPC3,AAK1,FOXL2,GALNT7,SMARCA2,CBX5,ADCYAP1,FZD8,NFATC1,MDK,CALM2,PPP3CB,ROCK1,CREM,SLC9A3R2,PARD6A,PPIA,SPN,NEFL,FA2H,NCOA3,AKAP1,EFNB2,PTPRS,SS18L2,PTPN12,CECR5,DLEC1,TAF1C,MAGEC2,IRAK3,FOXK2,HTR1E,ITGA10,ADAMTS7,TP53I3,PDE7B,SEMA6B,CDC25B,PAX3,SUV39H1,FGFR3,Disease_State
GSM816952,17.53780556,13.59734154,10.00152493,14.23715305,14.61071348,14.40750408,12.22877789,16.03383732,9.849744797,10.81211472,12.470191,13.45145082,11.51869965,14.09799194,11.8530817,13.87298012,9.027357101,12.7303896,14.58852386,15.7227149,17.60628128,13.38860416,16.59794235,7.664513588,12.03978729,14.01388454,11.99485397,17.55341721,14.27902412,11.66940212,14.83571053,15.33647585,10.56638527,18.47206116,15.74112034,11.39767218,14.87877464,12.24316454,14.42600918,11.39341116,14.84718895,11.62055588,13.00794506,11.06405735,9.894575119,11.01731586,14.41883945,14.93035126,11.20439339,14.52244759,11.17966843,10.64853191,9.539220492,13.28454304,14.34267902,13.36127377,6.85269928,12.84771824,10.17104721,8.809970856,14.62595844,12.69785023,14.99798298,14.90497494,8.800168037,12.67802811,11.36190987,13.41095543,18.92047119,14.04965305,13.40474033,13.0498004,11.52205181,11.31343365,18.53730488,11.45871353,9.616292953,12.62085056,13.22277927,14.9877739,11.02012634,9.674339294,13.68894768,15.67564201,14.17189789,9.836410522,13.24708843,11.48914242,12.05872345,12.20276133,9.379069328,13.61135674,13.14474583,14.75273609,8.291705132,9.12737751,13.2148962,10.29445839,11.34614849,13.15506744,Metastasis
GSM816953,15.9081049,12.79814482,11.81136322,11.03960037,10.39407825,13.8104353,12.35579872,16.13557339,10.09813595,11.17649126,11.08520985,13.99392843,10.18272686,13.03498936,11.71361113,14.35203266,11.65058327,13.13303471,13.06811905,14.88635588,16.06539536,13.04244137,17.59080124,10.84908676,11.96124744,14.18299866,12.65758038,18.32831383,9.557338715,11.67043591,14.27706718,15.30307102,11.14751148,18.61152077,16.35298729,12.22943592,15.69911003,10.94320488,15.46748543,10.96317625,14.7716589,12.78211403,12.65531921,9.111739159,7.917063236,11.59415436,13.84284115,16.15140915,13.43917751,15.09192944,7.372603893,11.53373718,11.07873058,12.80797386,14.49120712,12.89434433,12.32062721,12.72955036,9.893609047,10.91449165,14.61605358,12.56933975,15.66028214,15.56947708,10.65530396,14.16857433,11.76710892,11.21689892,19.21878624,13.27193451,12.76990032,10.79520702,11.39003944,10.76621437,18.27836704,10.79578495,10.31422806,10.46372604,13.683424,14.24323225,10.9304533,11.49207878,13.14806747,14.39560413,14.56121063,9.313088417,12.80533886,8.204415321,8.474887848,13.36998749,10.26618099,14.41266155,13.07409,13.28454304,10.04212475,10.51089191,13.63542843,8.813960075,13.19940758,14.87807941,Metastasis
GSM816954,15.36067867,12.6634593,10.06995058,11.93083572,9.747537613,15.0216198,8.893859863,16.35173321,9.405454636,11.93214846,12.11394596,12.88276529,10.79249668,12.72369671,12.34779549,12.80473137,12.28670597,13.00261497,13.90822887,14.61104965,16.33804258,13.11951542,17.04325104,7.996103764,12.33612728,15.07297802,12.4720211,16.57005692,10.03716755,12.04542828,14.16133404,14.7408905,10.49306011,18.73289871,14.77060604,12.83693647,14.79365349,11.53251076,16.48501396,10.9224906,14.87958336,12.01355553,12.07376289,9.379069328,8.552266121,11.21504498,13.57538319,15.35086918,12.39750385,13.52831364,10.16761112,11.13446808,10.98081271,13.09332943,14.2291584,13.58766556,9.723036766,12.8898735,8.255241394,10.73629856,14.03821659,13.24429035,13.92101097,14.39825916,9.942972183,12.83852386,10.4165144,13.40414906,19.24412155,14.11196709,12.65196419,12.48356962,10.89427185,11.08924484,19.00133705,10.47378731,10.97242165,8.643510818,13.65079975,13.78809261,9.178910255,9.149256706,14.31843567,14.48870373,15.22575474,9.768936157,12.88934708,14.35203266,11.27048397,12.64608161,9.258993149,12.8660593,13.05954456,14.75966263,9.730464935,9.884827614,14.1122942,10.72752285,13.1592474,8.535713196,Metastasis
GSM816955,16.36251831,11.93605852,9.894086123,12.15892982,9.460457802,14.55351067,14.77060604,15.20372295,10.1497612,11.72629356,12.83035755,12.02623653,12.12432194,11.99485397,11.70067024,12.89800453,12.43458271,13.33549404,13.98444462,15.91393518,17.18248494,12.97370148,16.6958828,9.62361145,12.35579872,15.12030697,12.29285336,16.90945435,9.707331657,12.27186298,14.58664322,15.07092953,11.420084,19.20922279,14.42095184,12.4865303,14.40429974,12.07087851,15.64987469,10.93783712,14.82438374,11.69313431,12.67000103,10.09301949,7.461256981,11.29726124,13.3757925,15.4076767,13.73813057,13.96710491,11.8451376,11.20106602,11.75184568,13.32434177,13.56116962,13.92969799,7.410722256,12.4558506,10.57593727,10.72501755,14.40750408,11.31123924,14.08954477,15.11216831,10.58591652,13.42838669,11.32547474,14.34825611,18.02772903,13.20384502,11.47278214,12.38591385,11.22137737,10.13693142,17.76293087,10.14250088,10.88795376,11.0792923,13.23362732,14.77596664,10.1697216,10.08464718,13.0617342,14.09710312,13.68677902,9.463356972,14.2738142,9.179972649,11.57383919,12.32095273,10.26079941,13.50913239,13.24708843,13.46327877,9.956186295,8.671644211,13.84922695,10.58329201,13.02457142,16.40220833,Metastasis
GSM816956,14.65450668,12.50848293,9.640823603,12.03358936,10.46639299,13.96676922,11.3160553,15.36709785,9.544226646,12.12467766,12.38103485,12.27588415,11.89059448,12.30056572,11.76583862,14.49267673,8.663274765,14.05259895,14.43190575,15.36842012,16.81642469,13.30983353,17.33439445,9.673144341,11.92659378,14.59213352,12.90425205,14.97909641,9.764409065,12.0726223,14.08374596,15.17223978,10.00697327,18.88622475,16.08294487,13.10705757,15.54593945,10.67977762,15.05758381,10.54810667,14.99630737,12.31578541,13.50377274,10.57193947,9.18586731,11.44931507,13.66351604,15.88132763,12.6248064,14.36018848,9.39955616,11.13126564,11.35284742,13.36062145,14.56288052,13.93695259,13.61020756,12.42075157,11.09080887,11.65292931,14.47711468,12.00940418,14.4475317,14.49080467,10.08501434,13.69804955,12.05246639,13.2008009,19.56190681,14.29983234,12.63889408,11.78303576,11.4398613,10.91844893,18.69959068,10.36149693,9.706048965,7.60311985,13.16564178,13.59937429,11.64507771,10.31170273,13.90463829,14.64812851,14.50957966,16.25731087,13.71497154,8.909322739,12.12630081,12.37048912,11.52552223,13.75299263,13.32643604,14.68482971,9.902920723,9.841466904,12.71771908,11.09930134,13.38242531,15.8468256,Metastasis
GSM816957,15.62069893,11.49370575,11.27856684,11.81234741,11.5959115,13.98579407,10.36945248,15.67278004,9.03888607,12.04785109,12.77342796,12.77679586,10.52183342,12.99322891,11.90263796,12.67647076,11.7401886,12.8227272,14.17835712,14.64487982,16.42324416,13.60484123,17.34028816,9.006191254,12.77519798,14.32778168,13.55399418,16.20932961,10.07815647,12.53308773,14.4608078,15.76696539,9.346439362,18.7578516,14.91477585,13.46244621,14.75217915,12.43672085,15.30220413,10.05544209,14.20107841,11.95970726,13.87365818,8.04372406,7.029255867,10.7491188,14.25649261,15.47718906,11.91933632,14.53371429,10.50633144,10.38411808,10.86615912,13.78841305,13.67326069,13.33013058,9.235323906,12.61621666,9.720461845,11.08436489,14.11047363,13.02858639,14.28409243,15.04866314,9.707841873,12.17827892,10.3174324,14.39168739,18.89718819,14.70909023,12.21673298,12.08877659,10.97889709,10.64795589,18.59326458,10.30296516,10.78822708,10.07741451,13.3471489,14.66645956,11.41770458,10.98125553,13.95432758,15.71085262,13.12310314,10.40504646,13.38485336,12.88820648,10.73399639,12.87172985,8.83441925,13.00261497,13.28626919,14.689888,10.50269318,7.827261448,13.92332649,11.5520153,13.05126286,12.72437859,Metastasis
GSM816958,15.16214561,12.19529772,11.14196157,8.443444252,9.706363201,13.89828968,11.63425064,15.75296068,9.180509567,11.18001413,12.04916573,12.6278429,10.7528677,12.93362808,12.66441154,12.61470509,10.52365971,13.47598267,14.1330986,14.07810068,16.94094372,13.38885021,16.64035034,8.168949127,11.71469212,14.40715122,12.14983654,14.32697392,8.901497841,12.03107548,13.79211044,15.21371984,10.52332687,18.54782009,16.65535927,12.02798653,16.16770172,12.15288401,15.61350918,10.97151566,14.60704994,11.77362251,12.91961479,8.119027138,8.751286507,10.98682308,14.62011814,15.26658154,13.88512421,13.35595131,9.52960968,9.723854065,10.25623735,13.04603672,14.30386257,13.39058876,11.20240974,12.1683197,8.009822845,11.65472412,14.85412025,13.75934601,13.82564449,16.33154297,9.389147758,13.10977554,8.928860664,14.03734684,19.4697094,13.71267223,11.10376644,11.70545101,10.75164032,11.06726742,17.89120293,10.51326656,12.23463917,8.6326828,12.6702795,14.46935463,10.08656025,7.393477917,14.27653122,14.08736897,14.13047218,9.190135002,13.09939957,11.17743969,9.103077888,12.84085178,10.30648136,13.37011242,13.05493736,14.55390263,9.188877106,8.003225327,14.11777782,11.07792759,14.12279701,12.22037315,Non-Metastasis
GSM816959,15.15024948,11.94178677,10.97142792,11.85702991,10.06190014,14.9586668,14.29162693,15.71089745,9.304101944,11.2068243,12.96389198,13.08332491,10.61475945,12.73854256,11.28009462,12.15892982,8.563128471,12.65378475,13.56151867,14.61318636,17.16310883,13.13161469,17.06149292,11.57091522,11.63473511,14.77595139,12.63107491,14.78976059,9.273328781,11.69832325,15.13543987,17.25026131,10.05341816,19.04069996,15.53499413,13.17620134,15.32785892,13.47078991,16.70477867,11.52296352,14.89361668,12.67135334,13.28766441,10.45911217,9.510357857,11.11903954,13.50066948,15.94994354,13.06849766,14.61063576,8.627981186,11.31773472,11.36307685,13.40380478,14.4345026,13.45325661,9.148155212,12.38978195,12.44995975,11.4938488,14.04145622,12.73568058,14.97148752,16.11384201,8.756476402,13.03727341,11.04042625,14.26869678,18.43651772,13.15670109,13.12968063,12.32977819,10.84952831,10.63963079,18.6321764,10.30061626,9.326766014,8.594809532,13.51430035,14.13303709,12.66420746,9.893133163,14.21625519,15.01118565,14.55167675,8.367109299,12.5847044,10.63649654,10.58354187,12.44166025,9.842831612,13.13929558,12.86849403,14.60659409,10.81740284,9.799693108,14.1311388,10.89181328,12.3921957,15.10249424,Metastasis
GSM816960,15.78267193,12.58369732,11.49938488,11.77434635,9.714024544,14.90933037,13.68526268,16.28131008,9.356088638,10.94611454,12.23205566,12.01691818,10.83827591,12.33701515,12.33769321,12.8227272,10.62279224,13.45640087,13.89703846,14.99050093,17.32745361,13.43281746,17.00315475,10.06203461,10.19673824,14.97534275,11.73479939,17.0400238,8.360750198,11.72555161,15.02468491,15.82905865,12.3111515,19.1874752,16.22965622,12.10282421,15.44931412,11.55228186,14.9839735,11.77770519,14.32821465,12.13218021,13.30983353,9.534286499,8.587124825,11.49671268,13.95828152,16.17296982,12.7318716,11.1442337,10.80590534,11.1539402,9.527510166,13.15018082,14.49749756,13.9519968,13.70471859,12.73139477,8.253450394,10.3125267,15.09035397,11.30372238,14.07417679,15.3461237,11.20787239,15.35028744,11.59862518,14.79116535,18.47578812,14.54000378,12.50370884,12.05623007,11.4003067,10.46732283,18.02518082,10.35723782,10.38267326,9.592576981,13.44526386,14.14451265,8.630039215,10.62075138,14.09833431,14.77027035,12.05120277,8.935824394,13.40690613,17.08893585,9.81002903,12.72885036,9.83371067,13.9651289,12.84346867,14.77595139,10.42020893,9.419778824,13.52381706,10.80007172,11.00017643,16.84046173,Non-Metastasis
GSM816961,15.10062122,12.32649374,10.83071327,12.73854256,9.099629879,14.73073578,12.97926235,15.83883715,7.644150734,12.08413219,12.1408186,12.45336342,10.86957073,11.73504353,11.98584175,13.54411793,8.387116432,13.04477024,13.23208332,15.28491306,17.11491267,13.00713444,16.58421898,10.20295525,11.18429279,14.85051727,11.97064686,16.90945435,7.45321703,11.7956152,14.57493114,14.88347626,11.15232086,19.59967899,15.72515011,11.8409338,15.21385574,12.44098949,17.24114799,11.4803648,15.05180454,12.46704865,13.30556965,9.145061493,9.665670395,10.96241951,13.86705399,15.21519661,13.74423027,14.48188591,9.767504692,11.97614098,10.27871513,12.90619373,14.24505329,13.15442848,12.12630081,12.51179981,11.93323231,10.19863319,14.04420471,11.56229115,14.94647264,14.85255909,10.85738277,14.1759758,12.46344471,13.13973427,18.33120918,13.36690521,12.10007668,11.30302048,10.475564,11.11990976,18.53739071,9.989549637,10.88931942,8.079248428,13.21029282,14.56065845,9.919100761,10.17052364,13.48230171,14.65791893,15.03737259,9.672020912,13.08712292,8.993453979,12.50423336,12.74990686,7.915746689,12.8879652,13.27894592,15.0849905,11.12210464,9.496222496,13.93978977,10.28643227,13.4777422,15.14026642,Non-Metastasis
GSM816962,16.27263641,12.95243931,9.570910692,10.74153042,8.998901844,14.72766495,12.82838631,15.91279888,8.65446949,11.7157383,12.95991325,12.40039492,10.86968708,12.19853973,11.78884602,12.57180786,8.747144699,12.81383896,13.15130329,15.42130423,17.44660314,12.74373341,16.59041786,10.58879948,12.45267391,14.63972187,11.60762024,17.05765915,6.766289711,11.59883976,14.7839241,14.98057032,9.908817291,19.19569016,15.18453121,12.71948242,14.35433006,12.24242496,15.03142738,11.29897261,15.41081047,12.35876942,13.55152321,8.114670753,9.476360321,11.08670616,14.00848293,15.52928925,12.07565308,11.92849159,11.90293217,10.09731388,10.35630798,12.64038944,14.22886181,13.27695847,12.70954037,13.34892464,11.04919624,10.33693981,14.11593437,11.78583145,14.00004816,15.04624081,8.138563156,12.80706215,13.70813751,13.48607349,18.53085518,13.24829483,12.74438763,11.06341362,11.3148241,11.03986549,18.34435081,10.40977192,11.09108829,9.751879692,13.90432549,15.00202417,8.953462601,10.96937561,13.40730095,15.54300404,13.26572704,7.619129181,13.73011971,8.998826027,12.04800224,12.81614176,10.4881773,13.69914818,13.77034283,14.12086964,9.601744652,8.861392975,13.5201292,10.40920258,13.27441788,15.40606689,Metastasis
GSM816963,16.54553413,12.01282549,9.526722908,11.11480713,10.2104063,15.09035397,11.4794445,16.43535376,9.222462654,11.61878347,11.32132816,14.20891523,11.03693771,12.85906792,11.52871513,11.19685078,10.00905609,12.91859913,13.11676884,14.32302713,16.97605705,12.90000629,16.10157204,10.49150276,12.70954037,14.35588741,13.92710114,16.91563034,14.67532921,13.86364079,14.27673626,14.36721087,11.85426426,19.31502247,15.95204067,12.79713297,15.23570633,12.53341675,17.4257412,10.37331319,14.96476173,12.89741039,13.17567635,9.797856331,8.850056648,11.35929298,12.96483231,15.78056431,12.45414543,15.92297745,11.21733665,11.02498245,11.45832856,12.54720879,15.30860901,13.89674377,7.23170948,12.58372688,9.401622772,10.11542511,13.94828701,12.1574831,15.36948967,15.52511597,11.73164749,13.94992542,9.936520576,15.04431725,18.75583839,12.79783821,12.79918003,12.52900982,10.18300056,9.985233307,18.57993793,9.986442566,11.86137581,8.69449234,13.59766293,12.72105789,9.542346001,10.21141052,13.9444828,15.2167778,13.49876118,7.743941784,12.05013466,11.32164955,12.04456711,13.75140794,9.342206955,12.53925991,13.67355919,13.7585783,11.15988255,9.365385056,13.2485733,10.14565277,13.12468719,14.34324837,Metastasis
GSM816964,16.22869492,12.18468714,9.756982088,9.898981094,9.66322279,14.96153355,11.93656921,15.33481979,8.108108521,11.60316658,12.577775,13.07773542,11.25293159,11.38768959,10.83305979,11.78709698,10.11859131,13.42925835,13.72111225,14.19562912,17.21216075,13.04275322,16.49303627,8.897324562,11.48046589,14.20676804,12.71192265,15.67623329,10.10475636,10.71247482,14.33935547,14.93986893,10.97041321,18.88791084,14.6126709,11.69906235,14.61703873,11.57687998,15.99767303,12.04524279,14.81825542,12.50084877,12.16481209,9.737816811,9.23474884,11.43775368,12.83463955,16.22682953,13.2148962,12.96992683,8.435840607,11.47582054,10.81490294,12.14740658,13.46821117,12.68242931,8.810704231,12.74373341,7.731369019,9.916769981,14.45563602,12.37701511,14.35318565,15.41499233,10.75586414,13.41725254,11.31536102,15.59675312,18.51128197,13.75174713,12.40515423,11.70276308,11.09080887,11.56913185,18.55682468,10.51070404,10.55239487,9.794009209,12.32365799,15.50270748,9.446757317,10.81653786,13.51249313,13.96473122,13.14500618,8.017321587,13.26660919,16.80903625,10.26296806,13.25386715,9.809264183,13.11420822,13.54705906,13.05682468,11.07419872,10.07927704,13.34115219,10.73959446,13.20286751,15.25248432,Non-Metastasis
GSM359139,9.023701827,5.421081464,4.093028492,2.120160504,3.161495636,5.041101072,4.386705838,7.554556098,3.53832165,4.39910368,7.098055455,5.788551596,2.217247156,3.780555017,3.918287729,3.783344227,2.4310072,6.087430756,5.433229734,7.253790049,11.12409064,4.794440027,4.557360646,3.047609715,5.371706025,6.002000975,3.806087398,2.492257161,4.682492125,4.664322539,6.212093746,3.865690097,3.119545446,11.38094502,6.857345438,4.057114446,4.975234357,4.127364766,3.839917274,3.03563236,4.233502488,4.813109608,6.567614795,2.430532747,4.792767653,2.076525166,3.374923296,5.915508055,2.882188545,4.359129069,1.979330053,1.296105297,4.700814997,1.415212083,2.786789422,3.296501442,0.192915125,2.388369996,2.731823286,3.137252155,0.806908453,3.377883623,3.348826491,5.435243983,4.144273081,-0.338662886,3.707926008,5.816493921,10.64618197,5.404292566,6.08320319,2.739939419,1.582141575,3.297147945,10.02657098,2.662770354,4.573556754,2.984828519,2.770954236,4.846525631,2.851317826,0.650321189,6.049517363,3.060337617,3.996737866,1.951242682,2.52911831,2.099498675,1.603360854,5.289230987,2.418313705,5.20983966,2.437823706,5.084424852,3.966947027,2.636987156,5.740576362,2.201937332,5.398102332,4.033000507,Non-Metastasis
GSM359140,9.084466688,5.238246238,4.261635303,2.208888291,3.086050195,4.642158809,3.782346564,7.528928452,3.55581282,3.815398621,6.870219323,4.164450414,1.248661633,4.191746446,4.305154529,3.998204911,3.854212128,5.680385135,5.046476078,7.157382627,10.97023969,4.974521214,4.665233912,2.572956995,5.455867409,5.775384845,3.9527109,0.396978467,4.477427924,5.449160249,6.063003412,3.472747442,3.629942858,11.14360654,6.906367492,4.251050041,4.310469586,3.765303693,3.555694684,2.127095974,4.646648901,4.947081557,6.077088022,1.828960844,4.231212131,2.468966481,3.882952313,5.886364379,3.070871253,4.49339677,1.505096178,1.537888852,4.628895829,2.89443394,3.218964638,2.686707013,0.364438299,2.015090981,2.331084807,3.507984538,2.483327888,2.62437702,3.388521094,5.58723973,4.45460102,-0.783486873,3.812607256,5.486682293,10.44877419,5.679725191,6.02051563,3.791549433,1.533472415,3.986447744,9.282775188,1.727233289,4.560396299,3.14308452,2.444146636,4.427247354,3.821102504,2.326807946,6.002692587,3.818199025,3.807885119,1.837678865,1.188265322,2.521364219,0.593708225,5.390203968,3.663959865,4.93811856,2.695901633,5.536646283,3.601821752,1.271375903,5.636559175,3.437661903,5.054859629,4.550124843,Non-Metastasis
GSM359141,9.97775166,5.349401184,4.851390663,4.253235834,2.527552877,4.990040508,2.898509714,8.091986248,4.394462474,3.797237047,7.328430265,6.391591408,2.810420878,3.973566814,4.695600988,6.457257808,2.198208488,6.684435191,5.178059227,8.098246541,9.080591493,5.228190787,5.271026773,2.342480867,5.25637,6.228863111,3.615326503,4.729215974,6.295840284,5.465453765,5.734003461,4.410421883,3.897959042,10.85356491,6.601725923,3.779839238,4.944115549,5.500244133,2.951742173,3.476175585,5.12187571,5.231355594,6.502780386,3.033146907,5.629180807,2.595634422,3.386662306,6.057966656,1.391256913,5.250576644,3.786002574,4.402890214,2.92489613,5.444769222,3.028088239,3.148309282,0.499823252,0.720375521,1.351748366,2.771546794,3.349347265,5.324785346,3.953388265,4.923712496,4.419073435,4.170380136,3.454403818,5.489829325,11.24875815,5.683574144,6.638207931,3.339649019,2.701640769,4.346909153,9.421318157,3.294665488,2.38035044,3.606215005,3.545915706,4.952696622,6.793817889,2.559201409,6.418894668,3.627877984,5.703349632,3.041402916,3.378373683,3.073520835,3.717874127,5.162729337,3.461886912,5.927589635,3.301690325,6.117939395,1.263938774,1.69736673,6.31461994,2.264448316,5.39018137,5.13897254,Metastasis
GSM359142,9.806190449,5.314373711,3.846901281,3.645435771,1.608068378,4.865320054,3.524115929,7.318490408,4.131699704,3.623096527,7.253622512,6.068895235,0.362224419,3.589307276,4.894669744,6.256117995,3.456204793,7.035870351,5.517826014,7.949565764,9.134358799,5.217405998,5.385413992,3.007064068,5.518705397,5.90255777,4.015649029,4.334309435,6.095972642,5.386583171,6.052575765,4.45875201,3.438486512,10.63485584,6.330667375,4.268681625,5.065860947,5.224914285,3.864233437,2.4538235,4.832425686,4.818227333,6.025792795,3.771153814,5.653130013,2.30046347,3.527813465,6.166404392,2.353474353,5.497329318,1.981035435,3.744235513,2.844562085,5.139528442,2.226750395,4.360924287,0.371956939,1.949691649,3.560885767,2.885638744,3.089722678,5.375004769,4.212214065,4.752713009,4.495273529,3.384774031,3.332766129,5.650541473,10.92514545,5.972195863,6.68352188,3.785197703,3.471916286,3.521663867,9.688544213,0.474944743,3.316742052,3.484587791,3.897883008,4.423303217,6.496048301,2.936159214,6.293851576,4.269039147,5.830686505,1.743581018,2.699685181,3.637494157,2.571060529,5.665356261,0.216203823,6.017468585,2.205471926,6.159759826,1.820732159,3.026943941,6.024370892,1.619329681,4.202139392,5.28483308,Metastasis
GSM359143,8.076524699,5.254430969,3.28309735,3.295345657,4.146348937,4.591852816,5.257352272,7.842652347,4.371714335,2.575543339,7.93112363,5.719839828,1.683243246,2.91980176,3.879680038,5.903719615,1.413354845,6.726501618,4.988682155,7.514601719,10.21200489,4.76207439,4.778811552,4.192403215,4.847109699,5.23517963,4.029067203,3.562989171,5.948880879,5.691894807,5.956999245,3.07971789,4.321158128,11.51399597,6.48745496,3.563034511,5.605899274,4.495930771,3.84512824,2.999388682,5.004472547,5.616643939,6.684538758,1.034590661,4.291013364,3.245699068,4.172735265,6.900882283,4.051483227,5.428286027,1.245943845,4.801238874,4.487872165,5.407057605,3.177920932,4.108341557,0.204327442,1.003691043,2.132498905,2.509975736,3.754606352,6.510912937,4.296288237,6.085778352,4.428173787,0.042271045,3.057199301,7.866673509,11.13580564,6.021688434,6.147190079,4.052490983,-0.356509411,3.650720981,9.557889956,0.436903802,3.504437752,4.171187581,3.450241275,4.537985977,5.822023719,1.516698633,5.956990933,2.921357796,5.908917273,0.927423459,3.237396007,1.731442824,2.503533506,5.659033488,4.020262288,8.471871764,1.869246044,5.844223745,3.301809773,1.648563537,5.950418065,2.126327637,4.235298586,6.448626011,Non-Metastasis
GSM359144,8.203327574,5.085234614,1.769997095,2.986502741,2.11208221,5.188019149,4.016416888,8.172836866,2.875454076,3.155257884,7.377360881,6.034913845,3.612243295,2.662420429,3.730844495,5.618090655,1.969575893,7.018640541,5.22285373,7.379518535,10.22853476,4.92774252,4.672369867,4.247615527,4.980930284,5.21917483,4.135593296,2.355452729,5.992980628,5.507222924,5.171328084,3.567273165,4.222441768,11.41776894,6.052531886,3.286090245,5.232297872,3.936746289,3.47079781,2.159359032,5.856035229,5.698617349,6.555418391,1.357811344,4.367659388,2.803125154,2.705114036,6.973882659,3.981345173,5.188607173,1.583905488,4.810761337,3.72055962,5.948673822,3.248956795,3.653401825,0.434767508,2.321428008,2.090562753,3.554213926,3.077120434,6.603418465,3.625462859,5.941145218,3.576778658,3.767046293,3.184500935,7.642693134,10.77451214,6.202270555,6.228250291,4.312232076,3.048437424,3.581110211,9.67334894,-0.169024633,3.249381442,2.715848753,2.955706195,4.98139381,5.335228263,3.347450925,6.269480038,3.34298485,6.466634437,1.846396162,1.607399736,4.148437112,3.457323881,4.228556182,3.902624062,8.202251362,3.410844584,5.761718108,3.136682624,4.356512392,5.766673984,2.25782723,5.503298557,6.119801289,Non-Metastasis
GSM359145,7.675302621,5.230664599,5.354647121,3.309775774,3.263806398,5.337157336,4.657945856,7.422862471,4.442436596,3.096791566,6.604800567,6.035206408,2.484001465,4.231287503,4.146286069,5.578430818,2.191253212,6.63599878,4.550779215,8.43861284,9.294820263,4.948940267,6.637066362,3.802868366,5.158371001,6.023973302,3.580533132,5.411453391,4.525524443,5.15010667,6.201787362,4.519462333,3.446343444,11.01643472,6.527645315,3.74123164,4.884380465,4.031283967,4.028680252,3.248643889,4.971949117,4.985575951,6.248837191,2.285337101,5.768209961,3.66783854,3.57789951,7.362407081,3.224485472,5.10284383,1.680073671,5.026245283,4.353981833,5.750780993,3.035182822,3.834819356,-0.039868204,2.69917811,2.828311812,3.234636759,1.877926829,5.639220739,4.615948792,5.427154584,4.372906214,3.43385592,3.113981617,8.258177327,11.10810893,6.272899681,6.415905689,4.586286686,0.958770516,4.073837352,9.498081155,2.751490528,2.339704461,3.585672155,3.630447406,4.201777713,5.457203955,2.95659875,5.872703468,3.220328973,7.025430527,1.524884903,2.253105615,2.07016483,2.912238492,5.115077318,1.394977067,7.14114735,2.746002822,6.088937053,3.810532804,3.800172674,6.35079063,2.709935749,5.662823176,6.075836619,Metastasis
GSM359146,7.890606357,5.651106131,5.458325814,3.053183904,4.153882559,4.342729528,5.426565506,7.768378697,4.764030013,3.642141672,6.306171188,6.22957922,1.346231126,2.719010683,3.588284651,6.161396956,3.623042284,6.708795408,5.899038646,8.603075307,9.244359656,4.361508426,6.880143447,4.418592611,5.4859923,5.98549289,4.089999254,5.493675422,4.801101094,5.635292059,5.89768917,4.649298616,0.870502653,11.0126257,6.267959826,4.672520384,5.500729881,4.842186705,3.996451234,0.659844629,5.588656153,5.639601923,6.736880351,3.286062198,6.276390352,2.914053489,4.453298406,7.822998425,1.598706509,5.457913129,1.385923414,4.007455478,3.973633045,5.450017175,1.938187736,3.467421493,1.161674183,0.577172053,2.485646032,3.154416119,2.78143171,5.885681799,4.881832462,6.082971042,4.43943952,0.515922111,4.248073453,8.343772744,10.92744658,6.183173958,6.656959147,4.194827605,2.518903942,4.231462659,9.729808541,1.746068896,0.883552718,3.414110709,4.347409805,3.760026592,6.18081331,1.167676489,6.240567201,3.722133012,6.815926816,3.559010554,3.305352041,3.451710763,2.827657148,5.619326206,2.94483424,6.953482285,2.08742677,6.005509189,3.324041299,3.642149677,6.381194266,1.183571463,5.901412124,6.235923495,Metastasis
